linenumber,timecode_in,timecode_out,text,season,episode,episode_name
399,00:16:23.183,00:16:25.483,"or rather, you'll wish you  were  born,",S02,E08,Blendins Game
400,00:16:25.485,00:16:27.185,because i'm gonna wish you were never born!,S02,E08,Blendins Game
401,00:16:27.187,00:16:29.053,dream on! there's two of us.,S02,E08,Blendins Game
402,00:16:29.055,00:16:30.755,and  we have hair!,S02,E08,Blendins Game
403,00:16:30.757,00:16:31.923,"oh--oh, yeah?",S02,E08,Blendins Game
404,00:16:31.925,00:16:34.025,"well, i have training!",S02,E08,Blendins Game
405,00:16:35.894,00:16:38.062,what do you think i did in prison all that time?,S02,E08,Blendins Game
406,00:16:38.064,00:16:39.063,uh-oh.,S02,E08,Blendins Game
407,00:16:39.065,00:16:41.833,let the globnar begin!,S02,E08,Blendins Game
408,00:16:41.835,00:16:43.534,( crowd cheers ),S02,E08,Blendins Game
409,00:16:43.536,00:16:44.802,( buzzer ),S02,E08,Blendins Game
410,00:16:47.740,00:16:50.074,( roars ),S02,E08,Blendins Game
411,00:16:51.043,00:16:52.510,( grunting ),S02,E08,Blendins Game
412,00:17:05.858,00:17:07.091,yeah!,S02,E08,Blendins Game
413,00:17:12.097,00:17:13.831,( roaring ),S02,E08,Blendins Game
414,00:17:18.771,00:17:21.239,globnar!,S02,E08,Blendins Game
415,00:17:23.242,00:17:24.776,very good.,S02,E08,Blendins Game
416,00:17:24.778,00:17:27.011,you have escaped the cyclocks.,S02,E08,Blendins Game
417,00:17:27.013,00:17:29.714,yes! blendin for the almost-win!,S02,E08,Blendins Game
418,00:17:31.150,00:17:34.152,there is only one final challenge for globnar.,S02,E08,Blendins Game
419,00:17:34.154,00:17:37.288,"an ancient game, thousands of years old,",S02,E08,Blendins Game
420,00:17:37.290,00:17:40.925,chosen for its exemplification of pure strategy.,S02,E08,Blendins Game
421,00:17:40.927,00:17:44.595,the ancient art of laser tag!,S02,E08,Blendins Game
422,00:17:47.032,00:17:50.234,the one who touches the victory orb first will win.,S02,E08,Blendins Game
423,00:17:50.236,00:17:53.304,laser tag? seriously?,S02,E08,Blendins Game
424,00:17:53.306,00:17:55.673,"oh, i know it doesn't seem that challenging now,",S02,E08,Blendins Game
425,00:17:55.675,00:17:58.176,but just wait until they turn on that fog machine.,S02,E08,Blendins Game
426,00:17:58.178,00:17:59.310,you'll be done for.,S02,E08,Blendins Game
427,00:17:59.312,00:18:00.645,you just wait until you--,S02,E08,Blendins Game
428,00:18:00.647,00:18:01.746,machine: hit.,S02,E08,Blendins Game
429,00:18:01.748,00:18:03.848,"hit, hit, hit, hit.",S02,E08,Blendins Game
430,00:18:03.850,00:18:04.849,"oh, man.",S02,E08,Blendins Game
431,00:18:04.851,00:18:06.184,"mabel, grab the orb!",S02,E08,Blendins Game
432,00:18:06.186,00:18:06.984,got it.,S02,E08,Blendins Game
433,00:18:10.322,00:18:12.356,it is finished!,S02,E08,Blendins Game
434,00:18:14.893,00:18:15.893,( burps ),S02,E08,Blendins Game
435,00:18:15.895,00:18:17.261,( cheering ),S02,E08,Blendins Game
436,00:18:18.597,00:18:20.031,( buzzer ) no!,S02,E08,Blendins Game
437,00:18:20.033,00:18:22.066,no! no! yes! yes!,S02,E08,Blendins Game
438,00:18:22.068,00:18:24.902,you have made victory in globnar.,S02,E08,Blendins Game
439,00:18:24.904,00:18:26.838,"before i give you your time wish,",S02,E08,Blendins Game
440,00:18:26.840,00:18:30.675,tell us what fate do you decide for the loser?,S02,E08,Blendins Game
441,00:18:30.677,00:18:32.210,"oh, jeez.",S02,E08,Blendins Game
442,00:18:32.212,00:18:34.212,death!,S02,E08,Blendins Game
443,00:18:34.214,00:18:35.780,mabel. sorry.,S02,E08,Blendins Game
444,00:18:35.782,00:18:37.248,got carried away.,S02,E08,Blendins Game
445,00:18:37.250,00:18:40.852,"so blendin did try to wish us out of existence,",S02,E08,Blendins Game
446,00:18:40.854,00:18:43.187,but it was kind of our fault for ruining his life.,S02,E08,Blendins Game
447,00:18:43.189,00:18:46.858,"yeah, and he's kind of too sad to be a real bad guy.",S02,E08,Blendins Game
448,00:18:46.860,00:18:48.826,"maybe if we treat him right in the present,",S02,E08,Blendins Game
449,00:18:48.828,00:18:50.661,he'll turn out better in the future.,S02,E08,Blendins Game
450,00:18:50.663,00:18:52.864,"okay, as long as you keep an eye on him,",S02,E08,Blendins Game
451,00:18:52.866,00:18:55.933,we'd like to set blendin free and restore his position,S02,E08,Blendins Game
452,00:18:55.935,00:18:57.702,at the time anomaly correction unit.,S02,E08,Blendins Game
453,00:18:57.704,00:18:59.837,and give him pretty hair.,S02,E08,Blendins Game
454,00:18:59.839,00:19:01.305,so be it.,S02,E08,Blendins Game
455,00:19:02.841,00:19:05.376,what? you'd do that for me?,S02,E08,Blendins Game
456,00:19:05.378,00:19:07.245,i got my job back!,S02,E08,Blendins Game
457,00:19:07.247,00:19:08.980,i feel like hugging somebody.,S02,E08,Blendins Game
458,00:19:08.982,00:19:11.382,"i can kill you in eight different ways. yes, sir.",S02,E08,Blendins Game
459,00:19:11.384,00:19:16.687,"now, children, what is it that you want for your time wish?",S02,E08,Blendins Game
460,00:19:16.689,00:19:20.191,"thank you, but the wish isn't for us.",S02,E08,Blendins Game
461,00:19:20.193,00:19:21.425,not you?,S02,E08,Blendins Game
462,00:19:21.427,00:19:23.361,but then who?,S02,E08,Blendins Game
463,00:19:23.363,00:19:26.764,who is worthy to receive such power?,S02,E08,Blendins Game
464,00:19:27.933,00:19:29.667,dipper? mabel?,S02,E08,Blendins Game
465,00:19:29.669,00:19:31.002,"ah, who am i kidding?",S02,E08,Blendins Game
466,00:19:31.004,00:19:32.336,i'm not up for this.,S02,E08,Blendins Game
467,00:19:33.338,00:19:35.106,"heads, i stay.",S02,E08,Blendins Game
468,00:19:35.108,00:19:37.708,"tails, i go make myself some dinosaur shaped cookies.",S02,E08,Blendins Game
469,00:19:39.811,00:19:41.379,( laughter slows down ),S02,E08,Blendins Game
470,00:19:44.449,00:19:46.817,huh. that's unconventional.,S02,E08,Blendins Game
471,00:19:50.289,00:19:52.123,both: soos! guys!,S02,E08,Blendins Game
472,00:19:52.125,00:19:54.225,"we're so sorry we left you hanging, dude.",S02,E08,Blendins Game
473,00:19:54.227,00:19:56.394,we got caught up in this time travel junk.,S02,E08,Blendins Game
474,00:19:56.396,00:19:58.196,and there was a time cyclops.,S02,E08,Blendins Game
475,00:19:58.198,00:19:59.197,and don't forget about the,S02,E08,Blendins Game
476,00:19:59.199,00:20:00.264,time race. time race.,S02,E08,Blendins Game
477,00:20:00.266,00:20:02.200,"but the point is, soos,",S02,E08,Blendins Game
478,00:20:02.202,00:20:04.235,we think we know how to fix your birthday.,S02,E08,Blendins Game
479,00:20:04.237,00:20:05.870,whoa. really?,S02,E08,Blendins Game
480,00:20:05.872,00:20:09.040,"wait, you guys did all of that for me?",S02,E08,Blendins Game
481,00:20:09.042,00:20:10.274,and that's not all.,S02,E08,Blendins Game
482,00:20:10.276,00:20:13.010,"behold your time wish,",S02,E08,Blendins Game
483,00:20:13.012,00:20:17.315,"the power to alter time, paradox-free, in any way you choose.",S02,E08,Blendins Game
484,00:20:17.317,00:20:19.951,we think the only thing that can make you happy is meeting your dad.,S02,E08,Blendins Game
485,00:20:19.953,00:20:21.485,but the choice is yours.,S02,E08,Blendins Game
486,00:20:21.487,00:20:24.222,"you mean, i can finally see my dad by touching this thing?",S02,E08,Blendins Game
487,00:20:24.224,00:20:26.257,and you guys battled through time and space,S02,E08,Blendins Game
488,00:20:26.259,00:20:27.858,just to get this for me?,S02,E08,Blendins Game
489,00:20:30.329,00:20:32.230,"what are you waiting for, soos?",S02,E08,Blendins Game
490,00:20:33.298,00:20:35.399,all right. here goes nothing.,S02,E08,Blendins Game
491,00:20:39.271,00:20:40.438,( gasps ),S02,E08,Blendins Game
492,00:20:40.440,00:20:41.439,"wait, what? what the...",S02,E08,Blendins Game
493,00:20:41.441,00:20:42.940,bam! fixed you up.,S02,E08,Blendins Game
494,00:20:42.942,00:20:46.177,"but, soos, what about meeting your dad?",S02,E08,Blendins Game
495,00:20:46.179,00:20:48.379,"well, birthdays are supposed to be spent",S02,E08,Blendins Game
496,00:20:48.381,00:20:49.947,with the people who care about you.,S02,E08,Blendins Game
497,00:20:49.949,00:20:51.382,but you know what?,S02,E08,Blendins Game
498,00:20:51.384,00:20:53.317,"that dude didn't care about me enough to visit me once,",S02,E08,Blendins Game
499,00:20:53.319,00:20:56.287,let alone fight monsters through time and space like you dudes.,S02,E08,Blendins Game
500,00:20:56.289,00:20:59.123,"i mean, you had a gladiator fight just to make me happy.",S02,E08,Blendins Game
501,00:20:59.125,00:21:01.158,i've been being ridiculous this whole time.,S02,E08,Blendins Game
502,00:21:01.160,00:21:03.261,"whoever my dad was, he could take a hike.",S02,E08,Blendins Game
503,00:21:03.263,00:21:06.397,"i know who my family is now, and it's you dudes.",S02,E08,Blendins Game
504,00:21:06.399,00:21:09.000,thanks for giving me the best birthday ever.,S02,E08,Blendins Game
505,00:21:09.002,00:21:10.835,are you kidding me?!,S02,E08,Blendins Game
506,00:21:10.837,00:21:13.004,do you have any idea what you've just wasted?,S02,E08,Blendins Game
507,00:21:13.006,00:21:15.206,do you know how many have died to get a time wish?,S02,E08,Blendins Game
508,00:21:15.208,00:21:17.341,the wars that were started?,S02,E08,Blendins Game
509,00:21:17.343,00:21:20.211,i also wished for the slice of infinite pizza.,S02,E08,Blendins Game
510,00:21:20.213,00:21:21.345,watch.,S02,E08,Blendins Game
511,00:21:23.315,00:21:25.283,"and it can do that for, like, infinity.",S02,E08,Blendins Game
512,00:21:25.285,00:21:26.517,( indistinct ),S02,E08,Blendins Game
513,00:21:26.519,00:21:28.286,phew! that's a good time wish.,S02,E08,Blendins Game
514,00:21:28.288,00:21:30.254,there's still 10 minutes before laser tag closes.,S02,E08,Blendins Game
515,00:21:30.256,00:21:31.255,you dudes want to play?,S02,E08,Blendins Game
516,00:21:31.257,00:21:32.390,yeah.,S02,E08,Blendins Game
517,00:21:32.392,00:21:33.958,( giggling ),S02,E08,Blendins Game
518,00:21:33.960,00:21:36.193,"dipper & mabel: happy birthday, soos.",S02,E08,Blendins Game
519,00:21:36.195,00:21:38.362,whoa. thought i heard an explosion.,S02,E08,Blendins Game
520,00:21:38.364,00:21:39.263,"whoa, what's this?",S02,E08,Blendins Game
521,00:21:40.399,00:21:42.533,mystery shack?,S02,E08,Blendins Game
522,00:21:42.535,00:21:43.901,that is it!,S02,E08,Blendins Game
523,00:21:43.903,00:21:45.202,you are single-handedly,S02,E08,Blendins Game
524,00:21:45.204,00:21:48.172,the worst handyman i've ever seen.,S02,E08,Blendins Game
525,00:21:48.174,00:21:49.874,"uh, hey, excuse me, sir.",S02,E08,Blendins Game
526,00:21:49.876,00:21:52.476,"hey you, gumdrop, think you can fix a golf cart?",S02,E08,Blendins Game
527,00:21:52.478,00:21:54.278,"well, i don't know if i--",S02,E08,Blendins Game
528,00:21:54.280,00:21:55.313,"boom, you're hired.",S02,E08,Blendins Game
529,00:21:55.315,00:21:57.381,one size fits all.,S02,E08,Blendins Game
530,00:21:57.383,00:21:59.216,"step right up to the mystery shack, folks.",S02,E08,Blendins Game
531,00:21:59.218,00:22:00.318,step right up.,S02,E08,Blendins Game
1,00:00:03.703,00:00:05.537,mabel: whoa!,S02,E09,The Love God
2,00:00:05.539,00:00:07.239,that cloud looks like a chipmunk.,S02,E09,The Love God
3,00:00:07.241,00:00:08.707,wendy: barfing an airplane.,S02,E09,The Love God
4,00:00:08.709,00:00:10.242,( all laughing ) dipper: it does.,S02,E09,The Love God
5,00:00:10.244,00:00:13.812,"thompson: uh, that cloud looks like...uh, a cloud.",S02,E09,The Love God
6,00:00:13.814,00:00:17.516,"lee: boo! wendy: thompson, stop being the worst at  everything.",S02,E09,The Love God
7,00:00:17.518,00:00:18.851,"( chuckles ) sorry, guys.",S02,E09,The Love God
8,00:00:18.853,00:00:20.152,( all laughing ),S02,E09,The Love God
9,00:00:20.154,00:00:22.187,look at the clouds.,S02,E09,The Love God
10,00:00:22.189,00:00:25.124,ooh! that cloud looks like a big heart-shaped balloon.,S02,E09,The Love God
11,00:00:25.126,00:00:27.826,clouds don't come in colors. that  is  a balloon.,S02,E09,The Love God
12,00:00:27.828,00:00:30.195,"oh, dude, it's the woodstick festival.",S02,E09,The Love God
13,00:00:30.197,00:00:31.697,wait. the wood what?,S02,E09,The Love God
14,00:00:31.699,00:00:33.532,it's this annual outdoor concert,S02,E09,The Love God
15,00:00:33.534,00:00:35.834,featuring oregon's up-and-coming indie bands.,S02,E09,The Love God
16,00:00:35.836,00:00:38.170,hey. they're  all  coming.,S02,E09,The Love God
17,00:00:38.172,00:00:41.807,"scarves indoors, wood grain on everything, love god.",S02,E09,The Love God
18,00:00:41.809,00:00:43.308,you've probably seen him in that viral video.,S02,E09,The Love God
19,00:00:43.310,00:00:45.544,who's ready for love tonight?,S02,E09,The Love God
20,00:00:45.546,00:00:47.546,oh. ow! ow!,S02,E09,The Love God
21,00:00:47.548,00:00:49.681,i hope nobody's filming this.,S02,E09,The Love God
22,00:00:49.683,00:00:52.051,"whoa, like a real  concert  concert?",S02,E09,The Love God
23,00:00:52.053,00:00:54.686,i've-- i've never actually been to one of those before.,S02,E09,The Love God
24,00:00:54.688,00:00:56.055,that's because you've never had an awesome crew,S02,E09,The Love God
25,00:00:56.057,00:00:57.056,to roll with before.,S02,E09,The Love God
26,00:00:57.058,00:00:58.323,"come on, thompson.",S02,E09,The Love God
27,00:00:58.325,00:01:00.893,all: lick that sponge. lick that sponge.,S02,E09,The Love God
28,00:01:00.895,00:01:02.694,oh! i can't believe he's doing it.,S02,E09,The Love God
29,00:01:02.696,00:01:04.196,what is he doing?,S02,E09,The Love God
30,00:01:04.198,00:01:06.098,"when you're with us, you're in.",S02,E09,The Love God
31,00:01:08.234,00:01:10.102,( man moaning ),S02,E09,The Love God
32,00:01:13.840,00:01:15.107,ghosty sounds.,S02,E09,The Love God
33,00:01:15.109,00:01:17.609,cemetery ghosty sounds!,S02,E09,The Love God
34,00:01:17.611,00:01:18.844,it's coming from that open grave.,S02,E09,The Love God
35,00:01:18.846,00:01:20.813,( moaning continues ),S02,E09,The Love God
36,00:01:22.015,00:01:23.615,you look. no. you look.,S02,E09,The Love God
37,00:01:23.617,00:01:25.050,"thompson, go look.",S02,E09,The Love God
38,00:01:25.052,00:01:26.752,heh. nice use of thompson.,S02,E09,The Love God
39,00:01:26.754,00:01:28.353,gaze upon death.,S02,E09,The Love God
40,00:01:28.355,00:01:31.356,all: gaze upon death. gaze upon death.,S02,E09,The Love God
41,00:01:31.358,00:01:32.925,gaze upon death.,S02,E09,The Love God
42,00:01:32.927,00:01:34.226,gaze upon death.,S02,E09,The Love God
43,00:01:34.228,00:01:35.594,( screaming ),S02,E09,The Love God
44,00:01:35.596,00:02:20.339,ugh! it's even creepier than i expected.,S02,E09,The Love God
45,00:02:20.341,00:02:22.207,( robbie groans ),S02,E09,The Love God
46,00:02:23.810,00:02:26.378,why did she leave me?,S02,E09,The Love God
47,00:02:26.380,00:02:27.646,robbie?,S02,E09,The Love God
48,00:02:27.648,00:02:28.914,wendy! oh. uh.,S02,E09,The Love God
49,00:02:28.916,00:02:30.149,( nervous chuckle ),S02,E09,The Love God
50,00:02:31.351,00:02:32.985,"hey, what's up?",S02,E09,The Love God
51,00:02:32.987,00:02:35.254,"just hanging out in this grave, you know.",S02,E09,The Love God
52,00:02:35.256,00:02:37.856,regular. regular day for me.,S02,E09,The Love God
53,00:02:37.858,00:02:40.325,"whoa, dude, we haven't seen you in, like, a million years.",S02,E09,The Love God
54,00:02:40.327,00:02:43.295,"you're not still mourning our break-up, are you?",S02,E09,The Love God
55,00:02:43.297,00:02:45.030,what? no way.,S02,E09,The Love God
56,00:02:46.266,00:02:48.433,"robbie, we split up forever ago.",S02,E09,The Love God
57,00:02:48.435,00:02:50.702,"it's really sweet you'd throw yourself into a grave for me,",S02,E09,The Love God
58,00:02:50.704,00:02:52.671,"but, man, time to move on.",S02,E09,The Love God
59,00:02:52.673,00:02:54.773,what? i've totally moved on.,S02,E09,The Love God
60,00:02:54.775,00:02:56.708,"( cell phone rings ) ♪ wendy, i miss you so much",S02,E09,The Love God
61,00:02:56.710,00:02:58.177,♪ i'll never move on,S02,E09,The Love God
62,00:02:58.179,00:03:00.012,♪ never ever,S02,E09,The Love God
63,00:03:00.014,00:03:02.848,that was a different wendy. unrelated wendy.,S02,E09,The Love God
64,00:03:02.850,00:03:04.917,"dude, this is getting really awkward.",S02,E09,The Love God
65,00:03:04.919,00:03:07.019,"yeah, the cemetery used to be fun.",S02,E09,The Love God
66,00:03:07.021,00:03:08.187,now it's just depressing.,S02,E09,The Love God
67,00:03:11.691,00:03:13.358,( sighs ),S02,E09,The Love God
68,00:03:16.396,00:03:18.864,"wait. you guys, he's in pain.",S02,E09,The Love God
69,00:03:18.866,00:03:20.365,we can't just ditch him here.,S02,E09,The Love God
70,00:03:20.367,00:03:21.366,"come on, mabel.",S02,E09,The Love God
71,00:03:21.368,00:03:22.401,it's robbie.,S02,E09,The Love God
72,00:03:22.403,00:03:24.269,but he's suffering.,S02,E09,The Love God
73,00:03:24.271,00:03:27.339,how can i be happy if i know someone else is sad?,S02,E09,The Love God
74,00:03:27.341,00:03:29.841,it totally throws off my happiness chart.,S02,E09,The Love God
75,00:03:32.279,00:03:35.080,"if there's one thing i've learned this summer,",S02,E09,The Love God
76,00:03:35.082,00:03:37.916,it's not to get mixed up in needless romantic drama.,S02,E09,The Love God
77,00:03:37.918,00:03:41.119,"besides, we're finally in with wendy's friends.",S02,E09,The Love God
78,00:03:41.121,00:03:43.789,"with robbie gone, there's a good social balance.",S02,E09,The Love God
79,00:03:43.791,00:03:45.991,"maybe we should just let a good thing be, you know?",S02,E09,The Love God
80,00:03:47.493,00:03:50.195,"just eat me already, man.",S02,E09,The Love God
81,00:03:50.197,00:03:51.763,aaah! i was just being dramatic.,S02,E09,The Love God
82,00:03:51.765,00:03:52.764,quit it. ow! ow!,S02,E09,The Love God
83,00:03:52.766,00:03:53.999,my face. vulture!,S02,E09,The Love God
84,00:03:55.768,00:03:57.069,"oh, man.",S02,E09,The Love God
85,00:03:57.071,00:03:59.404,i'm sorry you guys had to see that.,S02,E09,The Love God
86,00:03:59.406,00:04:01.006,"you know, what robbie needs?",S02,E09,The Love God
87,00:04:01.008,00:04:02.341,a new girl.,S02,E09,The Love God
88,00:04:02.343,00:04:04.409,romance is like gum.,S02,E09,The Love God
89,00:04:04.411,00:04:07.246,"once it's lost its flavor, you just cram another one in.",S02,E09,The Love God
90,00:04:09.183,00:04:13.285,it is if you're the world's greatest matchmaker.,S02,E09,The Love God
91,00:04:13.287,00:04:15.854,i've never had an unhappy customer.,S02,E09,The Love God
92,00:04:15.856,00:04:17.422,like soos and melody.,S02,E09,The Love God
93,00:04:17.424,00:04:18.423,watch this.,S02,E09,The Love God
94,00:04:18.425,00:04:20.425,walking down some actual stairs.,S02,E09,The Love God
95,00:04:20.427,00:04:21.326,( giggles ),S02,E09,The Love God
96,00:04:21.328,00:04:22.394,did it look cool?,S02,E09,The Love God
97,00:04:22.396,00:04:23.395,the coolest.,S02,E09,The Love God
98,00:04:23.397,00:04:25.297,match made!,S02,E09,The Love God
99,00:04:25.299,00:04:28.033,"and then, of course, there's waddles and gompers.",S02,E09,The Love God
100,00:04:29.202,00:04:30.836,( bleating ),S02,E09,The Love God
101,00:04:32.238,00:04:33.538,match made.,S02,E09,The Love God
102,00:04:33.540,00:04:35.440,"that might work for a goat and a pig,",S02,E09,The Love God
103,00:04:35.442,00:04:36.908,but robbie's a hopeless case.,S02,E09,The Love God
104,00:04:36.910,00:04:40.279,"hopeless case, e-e-e-e-eh...?",S02,E09,The Love God
105,00:04:40.281,00:04:44.316,♪ putting a rainbow wig on a big white gorilla ♪,S02,E09,The Love God
106,00:04:46.252,00:04:47.853,what the...?,S02,E09,The Love God
107,00:04:47.855,00:04:50.322,"oh, no. hot air balloons.",S02,E09,The Love God
108,00:04:50.324,00:04:52.791,fixed gear bikes.,S02,E09,The Love God
109,00:04:52.793,00:04:55.093,♪ singing 'bout the open road ♪,S02,E09,The Love God
110,00:04:55.095,00:04:57.496,♪ my sandals are so open-toed ♪,S02,E09,The Love God
111,00:04:58.865,00:05:01.466,folk music! it's the woodstick festival!,S02,E09,The Love God
112,00:05:01.468,00:05:03.602,soos! lock down the shack and hide my shirts,S02,E09,The Love God
113,00:05:03.604,00:05:06.171,before anyone tie-dyes them!,S02,E09,The Love God
114,00:05:06.173,00:05:07.339,they're slow.,S02,E09,The Love God
115,00:05:07.341,00:05:08.840,i can probably take a few down.,S02,E09,The Love God
116,00:05:08.842,00:05:10.375,"wait, mr. pines!",S02,E09,The Love God
117,00:05:10.377,00:05:12.177,( bird cawing ) i've been thinking.,S02,E09,The Love God
118,00:05:12.179,00:05:13.979,every year this festival comes by,S02,E09,The Love God
119,00:05:13.981,00:05:16.348,and every year you shun what could be potential customers.,S02,E09,The Love God
120,00:05:16.350,00:05:18.417,you really think i can make money off of these,S02,E09,The Love God
121,00:05:18.419,00:05:21.086,"free-loading, kale-munching freak shows?",S02,E09,The Love God
122,00:05:21.088,00:05:23.355,you just got to figure out what appeals to them.,S02,E09,The Love God
123,00:05:23.357,00:05:26.525,hmm. how do i appeal to young people?,S02,E09,The Love God
124,00:05:29.495,00:05:33.565,"so young people are into hot air balloons, e-e-e-e-eh?",S02,E09,The Love God
125,00:05:35.368,00:05:37.336,"all right, mabel.",S02,E09,The Love God
126,00:05:37.338,00:05:39.104,"robbie's a broken teacup,",S02,E09,The Love God
127,00:05:39.106,00:05:41.473,and you're going to piece him back together.,S02,E09,The Love God
128,00:05:42.942,00:05:44.376,( doorbell plays spooky music ),S02,E09,The Love God
129,00:05:44.378,00:05:46.511,"okay, this could get intense.",S02,E09,The Love God
130,00:05:46.513,00:05:48.347,( gasps ),S02,E09,The Love God
131,00:05:48.349,00:05:49.514,howdy doo!,S02,E09,The Love God
132,00:05:49.516,00:05:51.416,happy day!,S02,E09,The Love God
133,00:05:51.418,00:05:53.218,it     iintense!,S02,E09,The Love God
134,00:05:53.220,00:05:55.320,you're  robbie's parents?,S02,E09,The Love God
135,00:05:55.322,00:05:58.490,raised by sad wolves or something.,S02,E09,The Love God
136,00:05:58.492,00:06:00.992,"oh, well, he doesn't like to talk about us.",S02,E09,The Love God
137,00:06:00.994,00:06:03.462,he always says we're too cheerful for funeral directors.,S02,E09,The Love God
138,00:06:03.464,00:06:05.530,( both laughing ),S02,E09,The Love God
139,00:06:05.532,00:06:07.165,come in. come in.,S02,E09,The Love God
140,00:06:09.569,00:06:11.169,cracker platter?,S02,E09,The Love God
141,00:06:11.171,00:06:13.105,"oh, no time for crackers. sorry.",S02,E09,The Love God
142,00:06:13.107,00:06:14.606,i'm here to cheer robbie up.,S02,E09,The Love God
143,00:06:14.608,00:06:16.942,cannot have a dry cracker mouth for that.,S02,E09,The Love God
144,00:06:16.944,00:06:19.478,robbie stacey valentino!,S02,E09,The Love God
145,00:06:19.480,00:06:20.979,there's little a girl here to see you.,S02,E09,The Love God
146,00:06:20.981,00:06:22.447,you go on up.,S02,E09,The Love God
147,00:06:22.449,00:06:24.182,and could you bring him his lunch?,S02,E09,The Love God
148,00:06:24.184,00:06:26.651,"lady, i like your style.",S02,E09,The Love God
149,00:06:26.653,00:06:28.253,( mabel giggles ),S02,E09,The Love God
150,00:06:28.255,00:06:30.322,you know who would look good in a sweater like that?,S02,E09,The Love God
151,00:06:30.324,00:06:32.190,mrs. grabelson's remains!,S02,E09,The Love God
152,00:06:32.192,00:06:33.558,"oh, absolutely!",S02,E09,The Love God
153,00:06:46.139,00:06:47.539,"robbie, it's mabel!",S02,E09,The Love God
154,00:06:47.541,00:06:49.107,who?,S02,E09,The Love God
155,00:06:49.109,00:06:51.443,remember me? i'm like girl dipper.,S02,E09,The Love God
156,00:06:51.445,00:06:53.078,"ugh, go away.",S02,E09,The Love God
157,00:06:53.080,00:06:54.446,"i heard a ""come in.""",S02,E09,The Love God
158,00:06:56.983,00:06:58.417,ahh! hey!,S02,E09,The Love God
159,00:06:58.419,00:07:00.685,"listen, kid, nobody in the pines family",S02,E09,The Love God
160,00:07:00.687,00:07:02.220,is welcome here.,S02,E09,The Love God
161,00:07:02.222,00:07:04.322,"in case you forgot, your stupid brother",S02,E09,The Love God
162,00:07:04.324,00:07:05.991,is the one who ruined my life!,S02,E09,The Love God
163,00:07:08.060,00:07:10.262,and mabel's the one who's gonna fix it.,S02,E09,The Love God
164,00:07:10.264,00:07:14.332,"listen, robbie, i always used to see you as a creepy jerk.",S02,E09,The Love God
165,00:07:14.334,00:07:16.501,like the human version of rat poison.,S02,E09,The Love God
166,00:07:16.503,00:07:18.336,"uh, go on.",S02,E09,The Love God
167,00:07:18.338,00:07:20.472,"but when i saw you in the cemetery today,",S02,E09,The Love God
168,00:07:20.474,00:07:22.674,"i realized, robbie's not a bad guy.",S02,E09,The Love God
169,00:07:22.676,00:07:24.443,he's just a heartbroken soul,S02,E09,The Love God
170,00:07:24.445,00:07:27.345,who needs love-- and gloves with fingers.,S02,E09,The Love God
171,00:07:27.347,00:07:29.214,"hey, fingerless gloves look awesome.",S02,E09,The Love God
172,00:07:29.216,00:07:30.482,"no, they don't.",S02,E09,The Love God
173,00:07:30.484,00:07:33.351,"robbie, you just need a good matchmaker.",S02,E09,The Love God
174,00:07:33.353,00:07:35.554,"i guarantee i'll find you true love,",S02,E09,The Love God
175,00:07:35.556,00:07:37.489,or twice your sadness back.,S02,E09,The Love God
176,00:07:37.491,00:07:39.624,"if i say yes, will you leave my room?",S02,E09,The Love God
177,00:07:41.994,00:07:43.528,i guarantee it.,S02,E09,The Love God
178,00:07:45.097,00:07:47.399,( knuckles crack ),S02,E09,The Love God
179,00:07:47.401,00:07:51.269,"okay, gravity falls, who wants to go out with robbie?",S02,E09,The Love God
180,00:07:51.271,00:07:57.976,"okay. lazy susan, too old.",S02,E09,The Love God
181,00:07:57.978,00:07:59.444,"grenda, too young.",S02,E09,The Love God
182,00:07:59.446,00:08:02.080,multi-bear?,S02,E09,The Love God
183,00:08:02.082,00:08:04.416,"i'm putting you in the ""maybe"" pile.",S02,E09,The Love God
184,00:08:04.418,00:08:08.487,who could it be? who could it be?,S02,E09,The Love God
185,00:08:08.489,00:08:09.688,( bleating ) ( squealing ),S02,E09,The Love God
186,00:08:09.690,00:08:11.089,"what's that, gompers?",S02,E09,The Love God
187,00:08:11.091,00:08:12.424,someone we already know?,S02,E09,The Love God
188,00:08:12.426,00:08:14.292,but who could possibly be superficial,S02,E09,The Love God
189,00:08:14.294,00:08:16.094,and  gothy enough for--,S02,E09,The Love God
190,00:08:16.096,00:08:18.263,"( squeals ) of course, that's it!",S02,E09,The Love God
191,00:08:18.265,00:08:21.700,you two really are america's favorite power couple.,S02,E09,The Love God
192,00:08:24.003,00:08:25.504,more snacks! more snacks!,S02,E09,The Love God
193,00:08:25.506,00:08:26.438,more snacks!,S02,E09,The Love God
194,00:08:26.440,00:08:28.573,i'm just happy to be included.,S02,E09,The Love God
195,00:08:29.609,00:08:31.510,ha! this is brilliant.,S02,E09,The Love God
196,00:08:31.512,00:08:33.745,the perfect way to sneak cheap snacks into the concert.,S02,E09,The Love God
197,00:08:33.747,00:08:35.313,and it was all dipper's idea.,S02,E09,The Love God
198,00:08:35.315,00:08:36.448,whoo! nice.,S02,E09,The Love God
199,00:08:36.450,00:08:37.716,well done. ideas!,S02,E09,The Love God
200,00:08:37.718,00:08:40.552,"kid, i sense greatness in you.",S02,E09,The Love God
